diet_tiny_targetted_20,0.8505182760501909, 0.008328267030215206, 0.8979814648628235 
diet_tiny_targetted_60,0.9972722313147845, 0.0012182303092252427, 0.9989089369773865 
diet_tiny_targetted_100,1.0, 0.0, 0.9983633756637573 
diet_small_targetted_20,0.8576104746317512, 0.008162117210384668, 0.884342610836029 
diet_small_targetted_60,0.9967266775777414, 0.0013341393736381576, 0.9983633756637573 
diet_small_targetted_100,1.0, 0.0, 0.9978178143501282 
vit_tiny_targetted_20,0.7026732133115112, 0.010676096365684241, 0.948172390460968 
vit_tiny_targetted_60,0.9956355701036552, 0.001539688019359235, 0.9983633756637573 
vit_tiny_targetted_100,0.9989088925259137, 0.0007711084682536131, 0.9989089369773865 
vit_small_targetted_20,0.6524822695035462, 0.011122223259691973, 0.875068187713623 
vit_small_targetted_60,0.9972722313147845, 0.0012182303092252427, 0.9989089369773865 
vit_small_targetted_100,1.0, 0.0, 1.0 
