ResNet50_targetted_20,0.9541734860883797, 0.004884170883917824, 0.9721767902374268, 0.00014373425801750273 
ResNet50_targetted_60,1.0, 0.0, 0.9989089369773865, 0.00036873307544738054 
ResNet50_targetted_100,1.0, 0.0, 1.0, 0.000776639033574611 
ViT_tiny_targetted_20,0.6159301691216584, 0.011360294842213889, 0.8767048716545105, 0.00018536904826760292 
ViT_tiny_targetted_60,0.9972722313147845, 0.0012182303092252427, 0.9978178143501282, 0.0004003170470241457 
ViT_tiny_targetted_100,1.0, 0.0, 0.9994544386863708, 0.0006697932258248329 
ViT_small_targetted_20,0.6568466993998909, 0.011089063457384427, 0.8177850842475891, 0.00017632123490329832 
ViT_small_targetted_60,0.9972722313147845, 0.0012182303092252427, 0.9967266917228699, 0.00039558697608299553 
ViT_small_targetted_100,1.0, 0.0, 0.9989089369773865, 0.0006989489775151014 
DieT_tiny_targetted_20,0.8374249863611566, 0.008618240801421042, 0.8859792947769165, 0.00017968860629480332 
DieT_tiny_targetted_60,0.9983633387888707, 0.0009441532116534051, 0.9989089369773865, 0.00038616129313595593 
DieT_tiny_targetted_100,1.0, 0.0, 0.9989089369773865, 0.0006935933488421142 
DieT_small_targetted_20,0.8406983087834151, 0.008547695598829941, 0.8636115789413452, 0.00017446598212700337 
DieT_small_targetted_60,0.994544462629569, 0.001720480033375342, 0.9956355690956116, 0.00040762644493952394 
DieT_small_targetted_100,1.0, 0.0, 0.9978178143501282, 0.0007231203489936888 
ResNet50_untargetted_20,0.9967266775777414, 0.0013341393736381576, 0.9967266917228699, 0.00011478793749120086 
ResNet50_untargetted_60,0.9994544462629569, 0.0005454049023009911, 0.9994544386863708, 0.0005920479306951165 
ResNet50_untargetted_100,0.9989088925259137, 0.0007711084682536131, 0.9989089369773865, 0.0011841952800750732 
ViT_tiny_untargetted_20,0.9961811238406983, 0.0014406407967195456, 0.9803600907325745, 0.00011501755216158926 
ViT_tiny_untargetted_60,1.0, 0.0, 0.985270082950592, 0.0005171706434339285 
ViT_tiny_untargetted_100,1.0, 0.0, 0.9869067072868347, 0.000996576389297843 
ViT_small_untargetted_20,0.9803600654664485, 0.003241019107964942, 0.975995659828186, 0.00012967904331162572 
ViT_small_untargetted_60,0.9983633387888707, 0.0009441532116534051, 0.9934533834457397, 0.0005671792896464467 
ViT_small_untargetted_100,0.9983633387888707, 0.0009441532116534051, 0.9939989447593689, 0.0011144079035148025 
DieT_tiny_untargetted_20,0.983633387888707, 0.0029635672941722667, 0.9705401062965393, 0.00013517717889044434 
DieT_tiny_untargetted_60,0.9983633387888707, 0.0009441532116534051, 0.987997829914093, 0.0005940834525972605 
DieT_tiny_untargetted_100,0.9983633387888707, 0.0009441532116534051, 0.9901800751686096, 0.0011945002479478717 
DieT_small_untargetted_20,0.9203491543917076, 0.006323976854218205, 0.9159847497940063, 0.00016432651318609715 
DieT_small_untargetted_60,0.9814511729405346, 0.0031514566877673647, 0.9776322841644287, 0.0007575837662443519 
DieT_small_untargetted_100,0.9798145117294054, 0.003284810579350165, 0.9765412211418152, 0.0015225425595417619 
