diet_tiny_t_20,0.8592471358428805, 0.008122812614659951, 0.9045281410217285 
diet_tiny_t_60,0.9989088925259137, 0.0007711084682536131, 0.9994544386863708 
diet_tiny_t_100,1.0, 0.0, 0.9989089369773865 
diet_small_t_20,0.84506273867976, 0.008451643728306037, 0.8690671324729919 
diet_small_t_60,0.9978177850518276, 0.001089916308366368, 0.9978178143501282 
diet_small_t_100,1.0, 0.0, 0.9989089369773865 
vit_tiny_t_20,0.7043098745226405, 0.010659063929236053, 0.9503546357154846 
vit_tiny_t_60,0.9934533551554828, 0.001883657323704653, 0.9989089369773865 
vit_tiny_t_100,0.9994544462629569, 0.0005454049023009911, 0.9983633756637573 
vit_small_t_20,0.6612111292962357, 0.011054864214419546, 0.8608838319778442 
vit_small_t_60,0.9923622476813966, 0.0020334648511019906, 0.9967266917228699 
vit_small_t_100,1.0, 0.0, 0.9989089369773865 
